pop1 pop2 pop3 est se z p
YRI FIN ASW -0.000364104916307087 0.000218500229027737 -1.66638230965363 0.0956372919971117
YRI FIN BEB 0.00298952483336757 0.000306856103476518 9.74243236324071 1.98739359904426e-22
YRI FIN CEU 0.000392630436459075 0.000229619964766564 1.70991419173081 0.0872817417286541
YRI FIN CHB -0.00186628150380969 0.000205086773545328 -9.09996033165543 9.03648287317896e-20
YRI FIN ESN 0.00166478387328301 0.000176239561456488 9.44614171486135 3.51550586700991e-21
YRI FIN FIN 0.00582991267300846 0.000424429074528112 13.7358937520721 6.18876162670137e-43
YRI FIN GBR 0.00518870710607472 0.000393000780011617 13.2027908594007 8.45437574857959e-40
YRI FIN GIH 0.00175886544439522 0.000260400724453096 6.75445680149029 1.43371375737469e-11
YRI FIN ITU 0.00221024449963128 0.000266801271948882 8.28423524178234 1.18870441740781e-16
YRI FIN JPT 0.000312269160023668 7.11219689552233e-05 4.39061466676022 1.13030689847025e-05
YRI FIN LWK -0.00177465744562347 0.000281862460363678 -6.29618234132239 3.05065496205025e-10
YRI FIN MSL 0.00241022953602617 0.000199127764591251 12.103935083958 1.00667305002137e-33
YRI FIN MXL 0.00395810240362397 0.000346826335057532 11.4123467670567 3.6280680976508e-30
YRI FIN STU 0.00347547260495651 0.000299571863681934 11.6014653787598 4.05081903619161e-31
YRI FIN TSI 0.00453660640357046 0.000361971062032418 12.5330637706175 4.92236941986415e-36
