pop1 pop2 pop3 est se z p
YRI FIN ASW 0.000309545173874037 0.000101330567706788 3.05480548347209 0.00225206532930577
YRI FIN BEB 0.00149728411004679 0.000157676651062114 9.49591521611507 2.18285349342938e-21
YRI FIN CEU 0.000332451173487502 9.08659094310209e-05 3.65870077754382 0.000253497103137549
YRI FIN CHB -0.000542617457454868 0.000142113163771777 -3.81820686453979 0.000134425187132248
YRI FIN ESN 0.000408718573730371 8.37026938878271e-05 4.88297992270248 1.04494514327604e-06
YRI FIN FIN 0.00406554646932539 0.000248065769580508 16.3889861797557 2.29235964654773e-60
YRI FIN GBR 0.00355526783360809 0.000234008276782272 15.1929148938437 3.94002260161455e-52
YRI FIN GIH 0.000525922737589055 9.49387060790963e-05 5.539602963947 3.03158163966112e-08
YRI FIN ITU 0.00115129358486212 0.000118311310524288 9.73105259133927 2.22280794535058e-22
YRI FIN JPT -2.62180928458106e-05 3.94560956915087e-05 -0.664487765104772 0.506378177074016
YRI FIN LWK -0.000540874740141478 0.000149789328032132 -3.61090304127309 0.000305132726520777
YRI FIN MSL 0.0010084271192988 9.79028216114564e-05 10.3002865770397 7.0251702267939e-25
YRI FIN MXL 0.00247385951888522 0.000176621240580263 14.0065799037405 1.42084442003983e-44
YRI FIN STU 0.00202829308580662 0.000139930739380942 14.4949786928866 1.30342821285465e-47
YRI FIN TSI 0.0030026323937009 0.00019452040764723 15.4360790727227 9.362139162248e-54
