pop1 pop2 pop3 est se z p
YRI Jomon CHB 0.0208284048211683 0.000759480567033149 27.4245395145959 1.39836230842182e-165
YRI Jomon DevilsCave_N 0.013618681285341 0.000580799872324379 23.4481478634604 1.38069042516439e-121
YRI Jomon Ekven_IA 0.0074432133091555 0.000313314109464939 23.7563936136378 9.43674104048291e-125
YRI Jomon FIN 0.00873645771826068 0.000435677667208341 20.05257183422 1.91675622415687e-89
YRI Jomon Finnish_IA 0.00553604544885675 0.000526931169004086 10.5062022793604 8.08854692987288e-26
YRI Jomon GBR 0.00730440499125839 0.000420338198573558 17.3774475316455 1.22276015656641e-67
YRI Jomon Jomon 0.0352167960528063 0.0014319684696975 24.5932761775445 1.49076555494515e-133
YRI Jomon JPT 0.0239009984894335 0.000879149435759658 27.1865026777627 9.37968158672762e-163
YRI Jomon Kofun 0.0198203511060714 0.000909187540447433 21.8000689894159 2.31667524730603e-105
YRI Jomon Kolyma_M 0.0113773840360132 0.000998084246052482 11.3992221408281 4.21871513981809e-30
YRI Jomon Magadan_BA 0.0117194166435958 0.000649088001319665 18.0552045635861 7.17954590408227e-73
YRI Jomon Saami_IA 0.00426568941258571 0.000311837042261348 13.6792261164749 1.35123109146957e-42
YRI Jomon Uelen_IA 0.000312404003322196 3.60566577676069e-05 8.66425294700657 4.54483296077954e-18
YRI Jomon UstBelaya_EBA 0.0104403751936187 0.000455900279983784 22.9005676284955 4.586059132901e-116
YRI Jomon UstBelaya_MED 0.00143923908055568 0.000109685520394068 13.1215047837209 2.47961880443715e-39
YRI Jomon UstBelaya_N 0.00803575153310259 0.000504590079356826 15.9253062274734 4.22938017527903e-57
YRI Jomon Yana_MED 0.0154234662338203 0.000871653828125471 17.6944857421084 4.62432519436784e-70
YRI Jomon Yana_UP 0.0137758788081052 0.000873696211227855 15.7673555534196 5.21896381060792e-56
