pop1 pop2 pop3 est se z p
YRI FIN ACB 0.00106575393697466 6.95766216328336e-05 15.3177017216904 5.82406758262541e-53
YRI FIN ASW 0.00226308794929934 0.000143233892907324 15.7999472287164 3.11377118077166e-56
YRI FIN BEB 0.00744910557162261 0.000444264451765741 16.7672780075379 4.23468322977708e-63
YRI FIN CDX 0.00952076569364473 0.000465047637060521 20.47266760417 3.77386752404042e-93
YRI FIN CEU 0.00885897252438017 0.000590079268563253 15.013190593783 6.01817963219359e-51
YRI FIN CHB 0.0104057389878335 0.000503984005368132 20.6469627547657 1.03953290462662e-94
YRI FIN CHS 0.0100586080589273 0.000496751182078958 20.248785351312 3.64107493181381e-91
YRI FIN CLM 0.00825357383843553 0.000484109282792856 17.04898900269 3.55631368993185e-65
YRI FIN DevilsCave_N 0.00590801021845289 0.000297009606907706 19.8916468728527 4.80702191495975e-88
YRI FIN Ekven_IA 0.00442846106864269 0.000223807305164962 19.7869370947414 3.85785736621371e-87
YRI FIN ESN 4.48692294606033e-05 5.36978723585351e-06 8.35586727925013 6.49537068061404e-17
YRI FIN FIN 0.00979208292707651 0.000618906319240726 15.8215914471344 2.20839195897086e-56
YRI FIN Finnish_IA 0.00694106680202024 0.000716360305771391 9.6893514982603 3.34646725322736e-22
YRI FIN GBR 0.00880067545779449 0.000606163768125732 14.5186431795591 9.23195299695855e-48
YRI FIN GIH 0.0072115588390152 0.000444380468857087 16.2283433778329 3.17924493203189e-59
YRI FIN GWD 0.000206067929541859 1.85364524613834e-05 11.1169022212398 1.03814245870374e-28
YRI FIN IBS 0.00821141046534268 0.000572548486023054 14.3418604114727 1.19800340543755e-46
YRI FIN ITU 0.00705648304030967 0.000428145475730273 16.4815078993272 4.9826452397101e-61
YRI FIN Jomon 0.00906979917788916 0.000498554278495113 18.1922000654901 5.95030171125559e-74
YRI FIN JPT 0.010503823593814 0.000507130967923877 20.7122504011443 2.68610240656869e-95
YRI FIN KHV 0.00963677460272236 0.00047099279941606 20.460556116081 4.83833399532167e-93
YRI FIN Kofun 0.0110727214160812 0.000473287190145474 23.3953541245809 4.76525662917183e-121
YRI FIN Kolyma_M 0.0057467990640522 0.000552578287398022 10.3999726285169 2.48004424552307e-25
YRI FIN LWK 0.000313116270500927 3.22229785672085e-05 9.71717340927533 2.54755114191595e-22
YRI FIN Magadan_BA 0.00593279986724936 0.000334762197977941 17.7224307376554 2.81482338208502e-70
YRI FIN MSL 9.42349932468121e-05 1.01390837389623e-05 9.29423167546073 1.48273191850977e-20
YRI FIN MXL 0.00902797182425948 0.000499668606385825 18.0679188343652 5.70245543732599e-73
YRI FIN PEL 0.00970485534994427 0.000517195079144691 18.7644000132283 1.47655300716484e-78
YRI FIN PJL 0.00745589466096679 0.00046408574233273 16.0657697077477 4.43327009235311e-58
YRI FIN PUR 0.00742906814670876 0.000461179902905496 16.1088288971497 2.21173021758006e-58
YRI FIN Saami_IA 0.00381913282594326 0.000278682518304331 13.7042425523536 9.57614076662172e-43
YRI FIN STU 0.00685574819797293 0.000418122654031172 16.3965002419166 2.02577143042499e-60
YRI FIN TSI 0.00806101016719419 0.000555615841517862 14.5082439427441 1.074358929715e-47
YRI FIN Uelen_IA 0.000170295927957673 3.99829340194936e-05 4.25921539111276 2.05145720072076e-05
YRI FIN UstBelaya_EBA 0.00506646073118828 0.000264612607290076 19.1467095354012 1.03098829311892e-81
YRI FIN UstBelaya_MED 0.000676860949278656 6.26462621658636e-05 10.8044905773721 3.27771284284825e-27
YRI FIN UstBelaya_N 0.00341825934901987 0.000279984262071782 12.2087553197669 2.79126588739973e-34
YRI FIN Yana_MED 0.00729257014728073 0.000462928534504946 15.753123006512 6.53716222471893e-56
YRI FIN Yana_UP 0.00883124701938546 0.000595736364090718 14.8240858737316 1.02363909327864e-49
