pop1 pop2 pop3 est se z p
YRI JPT ASW 0.00299237467336483 0.000134589675662044 22.233315138367 1.63595718529601e-109
YRI JPT BEB 0.0134991153203718 0.000547628129188737 24.6501496195411 3.6665493330984e-134
YRI JPT CEU 0.0086849241499679 0.000496757349779812 17.483232314162 1.92283640617791e-68
YRI JPT CHB 0.0301944976556402 0.00105563295385899 28.6032162460073 6.12756745259482e-180
YRI JPT ESN 8.76791874574843e-05 1.01393608517436e-05 8.64740773501582 5.26824661615548e-18
YRI JPT FIN 0.0104681522788174 0.000517482433911115 20.2290002381326 5.4394643803026e-91
YRI JPT GBR 0.00870329709245454 0.000513147180735654 16.9606253706342 1.60625764339927e-64
YRI JPT GIH 0.0110092170551745 0.000478859151886417 22.9905119528462 5.80012773084671e-117
YRI JPT ITU 0.0115823112686745 0.000487008960904668 23.7825424139203 5.0630617013735e-125
YRI JPT JPT 0.0314964831423776 0.00108649247176527 28.9891407081762 9.01782900430019e-185
YRI JPT LWK 0.000413450552511892 2.821204766863e-05 14.655106122326 1.24961244933372e-48
YRI JPT MSL 0.000173263016859571 1.63953368677575e-05 10.5678229277682 4.20134372707678e-26
YRI JPT MXL 0.0161284998343723 0.000670696181950722 24.0474006985733 8.88719609068443e-128
YRI JPT STU 0.0115019528979818 0.000494198263034964 23.2739646378887 8.13789715691266e-120
YRI JPT TSI 0.00823028351782572 0.000498730399810655 16.5024701140143 3.5218641345743e-61
